Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Orders.Profit),CountNonNull(Orders.Country),
2015,Qtr 4,December,29,0.0636000000000001,1,"0.0636000000000001,110233.42219999999,110233.48579999998"
2016,Qtr 1,January,3,386.486,6,"386.486,111268.11880000001,111654.60480000002"
2016,Qtr 1,January,4,40.402,3,"40.402,111654.60480000002,111695.00680000002"
2016,Qtr 1,January,5,46.45680000000001,3,"46.45680000000001,111695.00680000002,111741.46360000002"
2016,Qtr 1,January,7,8.139100000000001,3,"8.139100000000001,111741.46360000002,111749.60270000002"
2016,Qtr 1,January,9,264.49800000000005,3,"264.49800000000005,112198.74300000002,112463.24100000002"
2016,Qtr 1,January,10,55.365300000000005,3,"55.365300000000005,112463.24100000002,112518.60630000003"
2016,Qtr 1,January,11,25.083399999999997,4,"25.083399999999997,112518.60630000003,112543.68970000003"
2016,Qtr 1,January,14,64.046,2,"64.046,112543.68970000003,112607.73570000003"
2016,Qtr 1,January,15,196.1224,8,"196.1224,112607.73570000003,112803.85810000003"
2016,Qtr 1,January,16,15.996500000000001,2,"15.996500000000001,112803.85810000003,112819.85460000002"
2016,Qtr 1,January,21,70.25279999999998,2,"70.25279999999998,112996.12280000003,113066.37560000003"
2016,Qtr 1,January,23,474.0368,4,"474.0368,113089.90650000003,113563.94330000003"
2016,Qtr 1,January,28,10.3168,1,"10.3168,113513.76910000002,113524.08590000002"
2016,Qtr 1,January,30,-284.2246,10,"-284.2246,113524.08590000002,113239.86130000002"
2016,Qtr 1,January,31,747.5398,6,"747.5398,113239.86130000002,113987.40110000002"
2016,Qtr 1,January,2,105.541,2,"105.541,111162.57780000001,111268.11880000001"
2016,Qtr 1,January,8,449.1403,5,"449.1403,111749.60270000002,112198.74300000002"
2016,Qtr 1,January,17,176.2682,4,"176.2682,112819.85460000002,112996.12280000003"
2016,Qtr 1,January,22,23.530899999999992,11,"23.530899999999992,113066.37560000003,113089.90650000003"
2016,Qtr 1,January,24,15.68,1,"15.68,113563.94330000003,113579.62330000002"
2016,Qtr 1,January,25,-65.85419999999999,6,"-65.85419999999999,113579.62330000002,113513.76910000002"
2016,Qtr 1,February,3,225.264,1,"225.264,116804.3282999999,117029.5922999999"
2016,Qtr 1,February,4,31.1968,3,"31.1968,117029.5922999999,117060.7890999999"
2016,Qtr 1,February,5,721.2765999999999,15,"721.2765999999999,117060.7890999999,117782.0656999999"
2016,Qtr 1,February,6,-18.1808,1,"-18.1808,117782.0656999999,117763.8848999999"
2016,Qtr 1,February,7,74.2225,4,"74.2225,117763.8848999999,117838.1073999999"
2016,Qtr 1,February,9,50.73779999999999,2,"50.73779999999999,117965.0046999999,118015.7424999999"
2016,Qtr 1,February,11,0.699299999999999,1,"0.699299999999999,118015.7424999999,118016.4417999999"
2016,Qtr 1,February,13,73.41,1,"73.41,118199.4397999999,118272.84979999991"
2016,Qtr 1,February,14,30.374700000000004,5,"30.374700000000004,118272.84979999991,118303.22449999991"
2016,Qtr 1,February,15,128.0602,2,"128.0602,118303.22449999991,118431.28469999992"
2016,Qtr 1,February,16,-71.0268,9,"-71.0268,118431.28469999992,118360.25789999991"
2016,Qtr 1,February,19,68.46249999999999,5,"68.46249999999999,118360.25789999991,118428.7203999999"
2016,Qtr 1,February,20,5.5674,1,"5.5674,118428.7203999999,118434.2877999999"
2016,Qtr 1,February,21,207.6645,11,"207.6645,118434.2877999999,118641.9522999999"
2016,Qtr 1,February,23,21.591,1,"21.591,118855.2131999999,118876.8041999999"
2016,Qtr 1,February,27,71.08359999999999,3,"71.08359999999999,118894.3241999999,118965.4077999999"
2016,Qtr 1,February,28,18.24,1,"18.24,118965.4077999999,118983.6477999999"
2016,Qtr 1,February,1,63.2162,2,"63.2162,113987.40109999992,114050.61729999991"
2016,Qtr 1,February,2,2753.711,5,"2753.711,114050.61729999991,116804.3282999999"
2016,Qtr 1,February,8,126.8973,2,"126.8973,117838.1073999999,117965.0046999999"
2016,Qtr 1,February,12,182.99800000000002,2,"182.99800000000002,118016.4417999999,118199.4397999999"
2016,Qtr 1,February,22,213.2608999999999,4,"213.2608999999999,118641.9522999999,118855.2131999999"
2016,Qtr 1,February,25,17.52,1,"17.52,118876.8041999999,118894.3241999999"
2016,Qtr 1,February,29,8.3328,1,"8.3328,118983.6477999999,118991.98059999991"
2016,Qtr 1,March,3,-383.7433,15,"-383.7433,121259.40570000003,120875.66240000003"
2016,Qtr 1,March,4,130.24790000000002,4,"130.24790000000002,120875.66240000003,121005.91030000003"
2016,Qtr 1,March,5,49.594300000000004,2,"49.594300000000004,121005.91030000003,121055.50460000003"
2016,Qtr 1,March,6,-389.1555,7,"-389.1555,121055.50460000003,120666.34910000004"
2016,Qtr 1,March,7,1.5804,1,"1.5804,120666.34910000004,120667.92950000004"
2016,Qtr 1,March,9,212.0786,5,"212.0786,120884.46930000004,121096.54790000003"
2016,Qtr 1,March,10,745.8323,7,"745.8323,121096.54790000003,121842.38020000003"
2016,Qtr 1,March,11,162.7658,6,"162.7658,121842.38020000003,122005.14600000002"
2016,Qtr 1,March,13,-543.3346000000001,20,"-543.3346000000001,122172.90330000002,121629.56870000002"
2016,Qtr 1,March,14,6.704199999999999,7,"6.704199999999999,121629.56870000002,121636.27290000001"
2016,Qtr 1,March,15,61.35689999999997,7,"61.35689999999997,121636.27290000001,121697.62980000001"
2016,Qtr 1,March,18,-7.760999999999896,2,"-7.760999999999896,122406.33390000001,122398.57290000001"
2016,Qtr 1,March,19,-105.7262,4,"-105.7262,122398.57290000001,122292.84670000001"
2016,Qtr 1,March,20,163.1951,7,"163.1951,122292.84670000001,122456.0418"
2016,Qtr 1,March,21,-4.161000000000009,5,"-4.161000000000009,122456.0418,122451.88080000001"
2016,Qtr 1,March,26,20.501699999999992,5,"20.501699999999992,122544.36910000001,122564.8708"
2016,Qtr 1,March,27,35.8254,3,"35.8254,122564.8708,122600.6962"
2016,Qtr 1,March,28,11.659399999999996,3,"11.659399999999996,122600.6962,122612.35560000001"
2016,Qtr 1,March,30,5.5566,1,"5.5566,122603.36270000001,122608.91930000001"
2016,Qtr 1,March,31,-4.970700000000008,3,"-4.970700000000008,122608.91930000001,122603.9486"
2016,Qtr 1,March,1,2267.4251000000004,5,"2267.4251000000004,118991.98060000002,121259.40570000003"
2016,Qtr 1,March,8,216.5398,13,"216.5398,120667.92950000004,120884.46930000004"
2016,Qtr 1,March,12,167.75730000000004,7,"167.75730000000004,122005.14600000002,122172.90330000002"
2016,Qtr 1,March,17,708.7040999999999,7,"708.7040999999999,121697.62980000001,122406.33390000001"
2016,Qtr 1,March,22,34.0216,2,"34.0216,122451.88080000001,122485.9024"
2016,Qtr 1,March,24,-204.0048,4,"-204.0048,122485.9024,122281.89760000001"
2016,Qtr 1,March,25,262.4715,2,"262.4715,122281.89760000001,122544.36910000001"
2016,Qtr 1,March,29,-8.992899999999977,9,"-8.992899999999977,122612.35560000001,122603.36270000001"
2016,Qtr 2,April,3,66.833,4,"66.833,123467.9935999999,123534.8265999999"
2016,Qtr 2,April,4,256.3547,6,"256.3547,123534.8265999999,123791.1812999999"
2016,Qtr 2,April,5,-177.3102,3,"-177.3102,123791.1812999999,123613.87109999989"
2016,Qtr 2,April,6,336.635,1,"336.635,123613.87109999989,123950.50609999988"
2016,Qtr 2,April,7,546.7635,6,"546.7635,123950.50609999988,124497.26959999988"
2016,Qtr 2,April,9,156.4469,4,"156.4469,122816.26989999988,122972.71679999988"
2016,Qtr 2,April,10,158.16819999999998,8,"158.16819999999998,122972.71679999988,123130.88499999988"
2016,Qtr 2,April,13,2.8764,1,"2.8764,123190.31689999987,123193.19329999987"
2016,Qtr 2,April,14,171.6586,5,"171.6586,123193.19329999987,123364.85189999986"
2016,Qtr 2,April,15,63.00730000000001,8,"63.00730000000001,123364.85189999986,123427.85919999986"
2016,Qtr 2,April,16,2434.1032,7,"2434.1032,123427.85919999986,125861.96239999986"
2016,Qtr 2,April,18,-61.64240000000001,9,"-61.64240000000001,125919.47379999986,125857.83139999986"
2016,Qtr 2,April,19,194.77540000000002,15,"194.77540000000002,125857.83139999986,126052.60679999986"
2016,Qtr 2,April,21,-174.7428,6,"-174.7428,126052.60679999986,125877.86399999986"
2016,Qtr 2,April,23,244.17999999999998,8,"244.17999999999998,125051.30439999986,125295.48439999986"
2016,Qtr 2,April,26,62.7822,1,"62.7822,125476.02519999986,125538.80739999986"
2016,Qtr 2,April,28,27.956500000000002,5,"27.956500000000002,125538.80739999986,125566.76389999986"
2016,Qtr 2,April,30,14.999600000000001,3,"14.999600000000001,125566.76389999986,125581.76349999986"
2016,Qtr 2,April,1,485.771,17,"485.771,122603.9485999999,123089.7195999999"
2016,Qtr 2,April,2,378.274,1,"378.274,123089.7195999999,123467.9935999999"
2016,Qtr 2,April,8,-1680.9996999999996,18,"-1680.9996999999996,124497.26959999988,122816.26989999988"
2016,Qtr 2,April,12,59.43190000000001,11,"59.43190000000001,123130.88499999988,123190.31689999987"
2016,Qtr 2,April,17,57.5114,5,"57.5114,125861.96239999986,125919.47379999986"
2016,Qtr 2,April,22,-826.5595999999999,10,"-826.5595999999999,125877.86399999986,125051.30439999986"
2016,Qtr 2,April,24,218.484,5,"218.484,125295.48439999986,125513.96839999985"
2016,Qtr 2,April,25,-37.943200000000004,3,"-37.943200000000004,125513.96839999985,125476.02519999986"
2016,Qtr 2,May,3,-309.4466,9,"-309.4466,125564.6283,125255.1817"
2016,Qtr 2,May,5,449.3112,12,"449.3112,125255.1817,125704.4929"
2016,Qtr 2,May,6,49.6633,7,"49.6633,125704.4929,125754.1562"
2016,Qtr 2,May,7,1322.131,6,"1322.131,125754.1562,127076.28719999999"
2016,Qtr 2,May,9,9.508599999999976,12,"9.508599999999976,127230.98569999999,127240.49429999999"
2016,Qtr 2,May,10,-115.7508,3,"-115.7508,127240.49429999999,127124.7435"
2016,Qtr 2,May,11,2.691,1,"2.691,127124.7435,127127.4345"
2016,Qtr 2,May,14,40.857499999999995,9,"40.857499999999995,127494.6228,127535.4803"
2016,Qtr 2,May,15,273.30480000000006,6,"273.30480000000006,127535.4803,127808.7851"
2016,Qtr 2,May,16,41.601,4,"41.601,127808.7851,127850.38609999999"
2016,Qtr 2,May,18,34.8606,2,"34.8606,127866.76699999999,127901.62759999999"
2016,Qtr 2,May,19,325.79900000000004,9,"325.79900000000004,127901.62759999999,128227.42659999999"
2016,Qtr 2,May,20,328.29929999999996,5,"328.29929999999996,128227.42659999999,128555.72589999999"
2016,Qtr 2,May,21,271.2109,7,"271.2109,128555.72589999999,128826.9368"
2016,Qtr 2,May,23,1262.1899999999998,7,"1262.1899999999998,129213.21149999999,130475.40149999999"
2016,Qtr 2,May,26,70.6305999999999,18,"70.6305999999999,130758.50649999999,130829.13709999999"
2016,Qtr 2,May,27,989.5656000000001,7,"989.5656000000001,130829.13709999999,131818.7027"
2016,Qtr 2,May,28,305.5458,10,"305.5458,131818.7027,132124.2485"
2016,Qtr 2,May,30,1777.9959,25,"1777.9959,132416.2444,134194.2403"
2016,Qtr 2,May,31,49.669599999999996,6,"49.669599999999996,134194.2403,134243.9099"
2016,Qtr 2,May,1,-75.24260000000001,6,"-75.24260000000001,125581.7635,125506.5209"
2016,Qtr 2,May,2,58.107399999999984,12,"58.107399999999984,125506.5209,125564.6283"
2016,Qtr 2,May,8,154.69850000000008,7,"154.69850000000008,127076.28719999999,127230.98569999999"
2016,Qtr 2,May,12,367.18829999999997,7,"367.18829999999997,127127.4345,127494.6228"
2016,Qtr 2,May,17,16.380900000000004,9,"16.380900000000004,127850.38609999999,127866.76699999999"
2016,Qtr 2,May,22,386.2747,8,"386.2747,128826.9368,129213.21149999999"
2016,Qtr 2,May,24,115.4542,3,"115.4542,130475.40149999999,130590.85569999999"
2016,Qtr 2,May,25,167.6508,3,"167.6508,130590.85569999999,130758.50649999999"
2016,Qtr 2,May,29,291.99590000000006,5,"291.99590000000006,132124.2485,132416.2444"
2016,Qtr 2,June,3,-1.7772,1,"-1.7772,134267.48949999985,134265.71229999984"
2016,Qtr 2,June,4,-29.89770000000007,12,"-29.89770000000007,134265.71229999984,134235.81459999984"
2016,Qtr 2,June,5,121.33120000000001,8,"121.33120000000001,134235.81459999984,134357.14579999982"
2016,Qtr 2,June,6,1049.4815,17,"1049.4815,134357.14579999982,135406.62729999982"
2016,Qtr 2,June,7,22.921899999999997,4,"22.921899999999997,135406.62729999982,135429.5491999998"
2016,Qtr 2,June,9,179.1381,4,"179.1381,135429.5491999998,135608.68729999982"
2016,Qtr 2,June,10,-183.58960000000002,4,"-183.58960000000002,135608.68729999982,135425.0976999998"
2016,Qtr 2,June,11,237.9551000000001,8,"237.9551000000001,135425.0976999998,135663.0527999998"
2016,Qtr 2,June,13,114.93530000000001,3,"114.93530000000001,135945.5546999998,136060.48999999982"
2016,Qtr 2,June,14,326.62740000000014,10,"326.62740000000014,136060.48999999982,136387.1173999998"
2016,Qtr 2,June,15,54.215,1,"54.215,136387.1173999998,136441.3323999998"
2016,Qtr 2,June,16,24.491000000000003,3,"24.491000000000003,136441.3323999998,136465.82339999982"
2016,Qtr 2,June,18,115.9074,4,"115.9074,136743.1460999998,136859.0534999998"
2016,Qtr 2,June,19,8.0464,1,"8.0464,136859.0534999998,136867.0998999998"
2016,Qtr 2,June,20,153.88270000000003,17,"153.88270000000003,136867.0998999998,137020.98259999978"
2016,Qtr 2,June,21,27.759200000000007,4,"27.759200000000007,137020.98259999978,137048.74179999979"
2016,Qtr 2,June,23,345.11149999999986,11,"345.11149999999986,137048.74179999979,137393.85329999978"
2016,Qtr 2,June,26,428.8559999999999,16,"428.8559999999999,138002.42449999976,138431.28049999976"
2016,Qtr 2,June,27,17.0653999999999,3,"17.0653999999999,138431.28049999976,138448.34589999975"
2016,Qtr 2,June,28,226.29090000000002,8,"226.29090000000002,138448.34589999975,138674.63679999975"
2016,Qtr 2,June,30,300.4632,3,"300.4632,138693.82479999974,138994.28799999974"
2016,Qtr 2,June,2,23.5796,4,"23.5796,134243.90989999985,134267.48949999985"
2016,Qtr 2,June,12,282.5019,22,"282.5019,135663.0527999998,135945.5546999998"
2016,Qtr 2,June,17,277.3226999999998,18,"277.3226999999998,136465.82339999982,136743.1460999998"
2016,Qtr 2,June,24,720.6928,6,"720.6928,137393.85329999978,138114.54609999977"
2016,Qtr 2,June,25,-112.12160000000002,6,"-112.12160000000002,138114.54609999977,138002.42449999976"
2016,Qtr 2,June,29,19.188,1,"19.188,138674.63679999975,138693.82479999974"
2016,Qtr 3,July,3,242.94580000000002,4,"242.94580000000002,139577.1132,139820.05899999998"
2016,Qtr 3,July,4,293.1901,7,"293.1901,139820.05899999998,140113.2491"
2016,Qtr 3,July,7,1007.9791999999999,15,"1007.9791999999999,140113.2491,141121.2283"
2016,Qtr 3,July,9,87.40960000000001,2,"87.40960000000001,141364.8374,141452.247"
2016,Qtr 3,July,10,-370.0612,5,"-370.0612,141452.247,141082.1858"
2016,Qtr 3,July,14,350.7694999999998,18,"350.7694999999998,141089.3678,141440.1373"
2016,Qtr 3,July,15,69.75399999999999,3,"69.75399999999999,141440.1373,141509.8913"
2016,Qtr 3,July,16,-65.54599999999999,12,"-65.54599999999999,141509.8913,141444.3453"
2016,Qtr 3,July,18,99.5309999999999,12,"99.5309999999999,142070.02699999997,142169.55799999996"
2016,Qtr 3,July,19,500.50999999999993,8,"500.50999999999993,142169.55799999996,142670.06799999997"
2016,Qtr 3,July,20,43.176,1,"43.176,142670.06799999997,142713.24399999998"
2016,Qtr 3,July,21,205.74800000000002,9,"205.74800000000002,142713.24399999998,142918.99199999997"
2016,Qtr 3,July,23,-99.4389,10,"-99.4389,143195.64169999998,143096.20279999997"
2016,Qtr 3,July,28,-1307.0702,8,"-1307.0702,144257.68349999996,142950.61329999997"
2016,Qtr 3,July,30,219.9664,4,"219.9664,142938.51859999998,143158.485"
2016,Qtr 3,July,31,268.6808999999999,5,"268.6808999999999,143158.485,143427.1659"
2016,Qtr 3,July,1,545.6346,8,"545.6346,138994.288,139539.9226"
2016,Qtr 3,July,2,37.1906,4,"37.1906,139539.9226,139577.1132"
2016,Qtr 3,July,8,243.60909999999996,11,"243.60909999999996,141121.2283,141364.8374"
2016,Qtr 3,July,12,7.182,1,"7.182,141082.1858,141089.3678"
2016,Qtr 3,July,17,625.6817,17,"625.6817,141444.3453,142070.02699999997"
2016,Qtr 3,July,22,276.64969999999994,12,"276.64969999999994,142918.99199999997,143195.64169999998"
2016,Qtr 3,July,24,52.2436,2,"52.2436,143096.20279999997,143148.44639999996"
2016,Qtr 3,July,25,1109.2370999999996,19,"1109.2370999999996,143148.44639999996,144257.68349999996"
2016,Qtr 3,July,29,-12.094700000000003,4,"-12.094700000000003,142950.61329999997,142938.51859999998"
2016,Qtr 3,August,3,61.742999999999995,2,"61.742999999999995,143595.1133,143656.85629999998"
2016,Qtr 3,August,4,98.0654,8,"98.0654,143656.85629999998,143754.92169999998"
2016,Qtr 3,August,5,59.115,1,"59.115,143754.92169999998,143814.03669999997"
2016,Qtr 3,August,6,67.5102,3,"67.5102,143814.03669999997,143881.54689999996"
2016,Qtr 3,August,7,86.3856,1,"86.3856,143881.54689999996,143967.93249999997"
2016,Qtr 3,August,9,67.2245999999999,5,"67.2245999999999,144148.85909999997,144216.08369999996"
2016,Qtr 3,August,11,70.48519999999999,3,"70.48519999999999,144216.08369999996,144286.56889999995"
2016,Qtr 3,August,13,-82.30520000000001,10,"-82.30520000000001,144301.44349999996,144219.13829999996"
2016,Qtr 3,August,14,-8.073799999999999,6,"-8.073799999999999,144219.13829999996,144211.06449999995"
2016,Qtr 3,August,15,175.2732000000001,10,"175.2732000000001,144211.06449999995,144386.33769999995"
2016,Qtr 3,August,16,32.7522,3,"32.7522,144386.33769999995,144419.08989999993"
2016,Qtr 3,August,18,132.1081,6,"132.1081,144424.78549999994,144556.89359999995"
2016,Qtr 3,August,19,154.1413,3,"154.1413,144556.89359999995,144711.03489999994"
2016,Qtr 3,August,20,3.9906,1,"3.9906,144711.03489999994,144715.02549999993"
2016,Qtr 3,August,21,18.431800000000024,12,"18.431800000000024,144715.02549999993,144733.45729999992"
2016,Qtr 3,August,23,230.8845000000001,16,"230.8845000000001,144780.13029999993,145011.01479999992"
2016,Qtr 3,August,26,748.6752000000002,20,"748.6752000000002,145011.01479999992,145759.68999999992"
2016,Qtr 3,August,27,196.3329,13,"196.3329,145759.68999999992,145956.02289999992"
2016,Qtr 3,August,28,-89.6447,6,"-89.6447,145956.02289999992,145866.37819999992"
2016,Qtr 3,August,30,-258.3628000000001,7,"-258.3628000000001,145745.20119999992,145486.83839999992"
2016,Qtr 3,August,31,2.3968,1,"2.3968,145486.83839999992,145489.2351999999"
2016,Qtr 3,August,1,114.5336000000001,4,"114.5336000000001,143427.1659,143541.6995"
2016,Qtr 3,August,2,53.413799999999995,3,"53.413799999999995,143541.6995,143595.1133"
2016,Qtr 3,August,8,180.9266,7,"180.9266,143967.93249999997,144148.85909999997"
2016,Qtr 3,August,12,14.874600000000022,7,"14.874600000000022,144286.56889999995,144301.44349999996"
2016,Qtr 3,August,17,5.6956,1,"5.6956,144419.08989999993,144424.78549999994"
2016,Qtr 3,August,22,46.673,8,"46.673,144733.45729999992,144780.13029999993"
2016,Qtr 3,August,29,-121.17699999999999,9,"-121.17699999999999,145866.37819999992,145745.20119999992"
2016,Qtr 3,September,3,-755.7506000000003,13,"-755.7506000000003,148136.0921,147380.3415"
2016,Qtr 3,September,4,1464.5008,18,"1464.5008,147380.3415,148844.84230000002"
2016,Qtr 3,September,5,425.5154000000001,38,"425.5154000000001,148844.84230000002,149270.35770000002"
2016,Qtr 3,September,6,204.6417999999999,8,"204.6417999999999,149270.35770000002,149474.99950000003"
2016,Qtr 3,September,9,12.1616,3,"12.1616,149099.36950000003,149111.53110000002"
2016,Qtr 3,September,10,250.43040000000002,11,"250.43040000000002,149111.53110000002,149361.96150000003"
2016,Qtr 3,September,11,1353.6502,17,"1353.6502,149361.96150000003,150715.61170000004"
2016,Qtr 3,September,13,696.2946999999999,10,"696.2946999999999,151168.41910000003,151864.71380000003"
2016,Qtr 3,September,14,396.3846,3,"396.3846,151864.71380000003,152261.09840000002"
2016,Qtr 3,September,15,601.9099000000001,7,"601.9099000000001,152261.09840000002,152863.00830000002"
2016,Qtr 3,September,16,28.461799999999997,4,"28.461799999999997,152863.00830000002,152891.4701"
2016,Qtr 3,September,18,359.34599999999983,15,"359.34599999999983,153384.2904,153743.6364"
2016,Qtr 3,September,19,936.4,16,"936.4,153743.6364,154680.03639999998"
2016,Qtr 3,September,20,377.3806,10,"377.3806,154680.03639999998,155057.417"
2016,Qtr 3,September,23,92.77650000000003,13,"92.77650000000003,155213.6591,155306.4356"
2016,Qtr 3,September,26,-415.53190000000006,17,"-415.53190000000006,155085.0353,154669.5034"
2016,Qtr 3,September,27,-88.5602,5,"-88.5602,154669.5034,154580.94319999998"
2016,Qtr 3,September,28,30.98,1,"30.98,154580.94319999998,154611.9232"
2016,Qtr 3,September,30,-29.436600000000002,2,"-29.436600000000002,154847.3294,154817.8928"
2016,Qtr 3,September,1,1896.7402000000002,20,"1896.7402000000002,145489.2352,147385.9754"
2016,Qtr 3,September,2,750.1166999999997,26,"750.1166999999997,147385.9754,148136.0921"
2016,Qtr 3,September,8,-375.6300000000001,21,"-375.6300000000001,149474.99950000003,149099.36950000003"
2016,Qtr 3,September,12,452.80740000000003,15,"452.80740000000003,150715.61170000004,151168.41910000003"
2016,Qtr 3,September,17,492.8203000000001,14,"492.8203000000001,152891.4701,153384.2904"
2016,Qtr 3,September,22,156.24210000000002,14,"156.24210000000002,155057.417,155213.6591"
2016,Qtr 3,September,24,-556.9555000000001,12,"-556.9555000000001,155306.4356,154749.4801"
2016,Qtr 3,September,25,335.5551999999999,20,"335.5551999999999,154749.4801,155085.0353"
2016,Qtr 3,September,29,235.40620000000013,10,"235.40620000000013,154611.9232,154847.3294"
2016,Qtr 4,October,3,224.5338,7,"224.5338,163513.9003999999,163738.4341999999"
2016,Qtr 4,October,4,2658.3198,7,"2658.3198,163738.4341999999,166396.7539999999"
2016,Qtr 4,October,6,-947.1071,5,"-947.1071,166396.7539999999,165449.6468999999"
2016,Qtr 4,October,7,79.4080000000001,5,"79.4080000000001,165449.6468999999,165529.0548999999"
2016,Qtr 4,October,9,-34.4084,5,"-34.4084,165477.0644999999,165442.6560999999"
2016,Qtr 4,October,10,-219.89890000000003,7,"-219.89890000000003,165442.6560999999,165222.7571999999"
2016,Qtr 4,October,11,4.132999999999999,2,"4.132999999999999,165222.7571999999,165226.8901999999"
2016,Qtr 4,October,13,-397.06269999999995,19,"-397.06269999999995,165226.8901999999,164829.8274999999"
2016,Qtr 4,October,14,981.537,10,"981.537,164829.8274999999,165811.3644999999"
2016,Qtr 4,October,15,598.941,13,"598.941,165811.3644999999,166410.3054999999"
2016,Qtr 4,October,16,-37.9152,1,"-37.9152,166410.3054999999,166372.3902999999"
2016,Qtr 4,October,18,-34.641,1,"-34.641,167533.1212999999,167498.4802999999"
2016,Qtr 4,October,20,127.66129999999998,10,"127.66129999999998,167498.4802999999,167626.14159999992"
2016,Qtr 4,October,21,1763.4706000000006,21,"1763.4706000000006,167626.14159999992,169389.61219999992"
2016,Qtr 4,October,23,192.20020000000002,4,"192.20020000000002,169446.8779999999,169639.0781999999"
2016,Qtr 4,October,27,237.81499999999997,9,"237.81499999999997,170031.5100999999,170269.3250999999"
2016,Qtr 4,October,28,255.0178000000001,17,"255.0178000000001,170269.3250999999,170524.3428999999"
2016,Qtr 4,October,30,46.9478,4,"46.9478,170563.7612999999,170610.7090999999"
2016,Qtr 4,October,31,450.3262,8,"450.3262,170610.7090999999,171061.0352999999"
2016,Qtr 4,October,1,-42.789500000000004,8,"-42.789500000000004,154817.8927999999,154775.1032999999"
2016,Qtr 4,October,2,8738.7971,7,"8738.7971,154775.1032999999,163513.9003999999"
2016,Qtr 4,October,8,-51.990399999999994,4,"-51.990399999999994,165529.0548999999,165477.0644999999"
2016,Qtr 4,October,17,1160.731,6,"1160.731,166372.3902999999,167533.1212999999"
2016,Qtr 4,October,22,57.2658,5,"57.2658,169389.61219999992,169446.8779999999"
2016,Qtr 4,October,24,314.03589999999997,6,"314.03589999999997,169639.0781999999,169953.1140999999"
2016,Qtr 4,October,25,78.396,1,"78.396,169953.1140999999,170031.5100999999"
2016,Qtr 4,October,29,39.41839999999999,4,"39.41839999999999,170524.3428999999,170563.7612999999"
2016,Qtr 4,November,3,696.3602000000001,24,"696.3602000000001,171210.33949999974,171906.69969999974"
2016,Qtr 4,November,4,-57.334900000000154,20,"-57.334900000000154,171906.69969999974,171849.36479999975"
2016,Qtr 4,November,5,62.05510000000004,19,"62.05510000000004,171849.36479999975,171911.41989999975"
2016,Qtr 4,November,6,60.87819999999999,7,"60.87819999999999,171911.41989999975,171972.29809999975"
2016,Qtr 4,November,7,635.1252000000001,19,"635.1252000000001,171972.29809999975,172607.42329999976"
2016,Qtr 4,November,9,177.5889,1,"177.5889,172868.91889999976,173046.50779999976"
2016,Qtr 4,November,10,1081.5284,35,"1081.5284,173046.50779999976,174128.03619999977"
2016,Qtr 4,November,11,496.01790000000005,19,"496.01790000000005,174128.03619999977,174624.05409999978"
2016,Qtr 4,November,13,789.1701999999999,13,"789.1701999999999,174794.37929999977,175583.54949999976"
2016,Qtr 4,November,14,424.111,16,"424.111,175583.54949999976,176007.66049999977"
2016,Qtr 4,November,15,262.9901,5,"262.9901,176007.66049999977,176270.65059999976"
2016,Qtr 4,November,16,16.156,2,"16.156,176270.65059999976,176286.80659999975"
2016,Qtr 4,November,18,781.1020000000001,12,"781.1020000000001,176315.77829999974,177096.88029999976"
2016,Qtr 4,November,19,111.75049999999999,18,"111.75049999999999,177096.88029999976,177208.63079999975"
2016,Qtr 4,November,20,508.79260000000005,22,"508.79260000000005,177208.63079999975,177717.42339999974"
2016,Qtr 4,November,21,150.9536,12,"150.9536,177717.42339999974,177868.37699999975"
2016,Qtr 4,November,23,18.6496,3,"18.6496,177948.74199999974,177967.39159999974"
2016,Qtr 4,November,26,1776.8757000000003,16,"1776.8757000000003,172966.10079999975,174742.97649999976"
2016,Qtr 4,November,27,209.4244,14,"209.4244,174742.97649999976,174952.40089999975"
2016,Qtr 4,November,28,320.30299999999994,11,"320.30299999999994,174952.40089999975,175272.70389999976"
2016,Qtr 4,November,30,85.6642999999999,5,"85.6642999999999,174986.77849999975,175072.44279999976"
2016,Qtr 4,November,1,149.3042,4,"149.3042,171061.03529999973,171210.33949999974"
2016,Qtr 4,November,8,261.49559999999997,2,"261.49559999999997,172607.42329999976,172868.91889999976"
2016,Qtr 4,November,12,170.32519999999974,16,"170.32519999999974,174624.05409999978,174794.37929999977"
2016,Qtr 4,November,17,28.971700000000002,4,"28.971700000000002,176286.80659999975,176315.77829999974"
2016,Qtr 4,November,22,80.365,10,"80.365,177868.37699999975,177948.74199999974"
2016,Qtr 4,November,24,1246.1061000000004,27,"1246.1061000000004,177967.39159999974,179213.49769999975"
2016,Qtr 4,November,25,-6247.396900000001,12,"-6247.396900000001,179213.49769999975,172966.10079999975"
2016,Qtr 4,November,29,-285.9254,2,"-285.9254,175272.70389999976,174986.77849999975"
2016,Qtr 4,December,3,1065.8562,16,"1065.8562,177717.75079999992,178783.60699999993"
2016,Qtr 4,December,4,146.7888,9,"146.7888,178783.60699999993,178930.39579999994"
2016,Qtr 4,December,5,1468.7369,16,"1468.7369,178930.39579999994,180399.13269999993"
2016,Qtr 4,December,6,1017.2350999999999,18,"1017.2350999999999,180399.13269999993,181416.36779999992"
