Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Orders.Profit),,CountNonNull(Orders.Country),Min(Orders.Segment)
2015,Qtr 3,September,5,-31.056400000000014,"9,3024,3033",9,Consumer
2015,Qtr 3,September,1,751.9427999999999,"7,2996,3003",7,Consumer
2015,Qtr 3,September,28,287.2722,"11,3278,3289",11,Consumer
2015,Qtr 3,September,21,1297.1822000000002,"20,3177,3197",20,Consumer
2015,Qtr 3,September,11,467.95910000000003,"13,3069,3082",13,Consumer
2015,Qtr 3,September,18,778.9322,"14,3150,3164",14,Consumer
2015,Qtr 3,September,8,20.834399999999995,"3,3057,3060",3,Consumer
2015,Qtr 3,September,7,-39.06220000000029,"14,3043,3057",14,Consumer
2015,Qtr 3,September,15,539.7909999999998,"14,3112,3126",14,Consumer
2015,Qtr 3,September,14,720.4735000000001,"7,3105,3112",7,Consumer
2015,Qtr 3,September,22,29.083499999999873,"11,3197,3208",11,Consumer
2015,Qtr 3,September,12,119.36759999999995,"9,3082,3091",9,Consumer
2015,Qtr 3,September,25,858.6825000000001,"21,3227,3248",21,Consumer
2015,Qtr 3,September,10,283.65899999999993,"9,3060,3069",9,Consumer
2015,Qtr 3,September,13,705.9920999999998,"14,3091,3105",14,Consumer
2015,Qtr 3,September,19,194.79919999999996,"6,3164,3170",6,Consumer
2015,Qtr 3,September,4,252.039,"7,3017,3024",7,Consumer
2015,Qtr 3,August,17,0.4823999999999611,"5,2919,2924",5,Consumer
2015,Qtr 3,August,9,1061.5805,"17,2870,2887",17,Consumer
2015,Qtr 3,August,24,1469.2683999999992,"14,2953,2967",14,Consumer
2015,Qtr 3,August,2,-37.160499999999956,"7,2839,2846",7,Consumer
2015,Qtr 3,August,27,156.97590000000002,"5,2972,2977",5,Consumer
2015,Qtr 3,August,6,-81.35049999999997,"5,2850,2855",5,Corporate
2015,Qtr 3,August,16,1.6120999999997991,"13,2906,2919",13,Consumer
2015,Qtr 3,August,5,-19.77000000000001,"4,2846,2850",4,Corporate
2015,Qtr 3,August,1,-172.51080000000007,"2,2837,2839",2,Home Office
2015,Qtr 3,August,28,1420.1491999999994,"10,2977,2987",10,Consumer
2015,Qtr 3,August,21,-147.18779999999995,"16,2924,2940",16,Corporate
2015,Qtr 3,August,11,49.724500000000006,"3,2894,2897",3,Consumer
2015,Qtr 3,August,23,359.4772999999999,"11,2942,2953",11,Consumer
2015,Qtr 3,August,8,300.04439999999994,"7,2863,2870",7,Consumer
2015,Qtr 3,August,7,245.83329999999998,"8,2855,2863",8,Consumer
2015,Qtr 3,August,29,47.086600000000004,"2,2987,2989",2,Home Office
2015,Qtr 3,August,15,108.50130000000001,"3,2903,2906",3,Consumer
2015,Qtr 3,August,22,23.8856,"2,2940,2942",2,Corporate
2015,Qtr 3,August,25,7.654400000000008,"5,2967,2972",5,Consumer
2015,Qtr 3,August,10,85.20669999999998,"7,2887,2894",7,Consumer
2015,Qtr 3,August,13,55.83849999999997,"6,2897,2903",6,Consumer
2015,Qtr 3,August,31,420.4669000000001,"7,2989,2996",7,Consumer
2015,Qtr 3,July,17,-2.536200000000015,"4,2784,2788",4,Consumer
2015,Qtr 3,July,26,-71.34030000000007,"7,2819,2826",7,Consumer
2015,Qtr 3,July,9,416.81359999999984,"14,2733,2747",14,Consumer
2015,Qtr 3,July,24,174.00939999999997,"4,2807,2811",4,Home Office
2015,Qtr 3,July,2,-50.82450000000013,"13,2697,2710",13,Consumer
2015,Qtr 3,July,3,179.01669999999996,"5,2710,2715",5,Consumer
2015,Qtr 3,July,27,0.29969999999999963,"1,2826,2827",1,Consumer
2015,Qtr 3,July,6,275.7629999999999,"7,2725,2732",7,Consumer
2015,Qtr 3,July,20,109.8482000000001,"10,2794,2804",10,Consumer
2015,Qtr 3,July,16,203.53549999999967,"7,2777,2784",7,Corporate
2015,Qtr 3,July,5,8.6351,"7,2718,2725",7,Consumer
2015,Qtr 3,July,11,268.62969999999996,"11,2749,2760",11,Consumer
2015,Qtr 3,July,18,218.46310000000003,"5,2788,2793",5,Consumer
2015,Qtr 3,July,23,74.60099999999998,"3,2804,2807",3,Consumer
2015,Qtr 3,July,8,6.599999999999999,"1,2732,2733",1,Consumer
2015,Qtr 3,July,30,143.93660000000003,"5,2827,2832",5,Consumer
2015,Qtr 3,July,14,-200,"4,2773,2777",4,Consumer
2015,Qtr 3,July,12,140.70149999999995,"8,2760,2768",8,Consumer
2015,Qtr 3,July,25,200.37110000000004,"8,2811,2819",8,Consumer
2015,Qtr 3,July,10,10.729999999999997,"2,2747,2749",2,Consumer
2015,Qtr 3,July,13,282.9551999999999,"5,2768,2773",5,Consumer
2015,Qtr 3,July,19,-1.3499999999999996,"1,2793,2794",1,Consumer
2015,Qtr 3,July,4,297.90439999999995,"3,2715,2718",3,Consumer
2015,Qtr 3,July,31,601.8854999999999,"5,2832,2837",5,Consumer
2015,Qtr 1,March,17,11.834999999999999,"2,2181,2183",2,Corporate
2015,Qtr 1,March,26,937.2579999999999,"6,2227,2233",6,Consumer
2015,Qtr 1,March,9,53.96189999999999,"3,2155,2158",3,Consumer
2015,Qtr 1,March,24,-22.249399999999998,"3,2224,2227",3,Corporate
2015,Qtr 1,March,2,218.96289999999996,"3,2122,2125",3,Consumer
2015,Qtr 1,March,27,3.3479999999999954,"1,2233,2234",1,Consumer
2015,Qtr 1,March,6,473.75179999999995,"2,2141,2143",2,Consumer
2015,Qtr 1,March,20,485.7153999999999,"9,2196,2205",9,Consumer
2015,Qtr 1,March,16,3508.0308999999997,"10,2171,2181",10,Consumer
2015,Qtr 1,March,5,-417.895,"16,2125,2141",16,Consumer
2015,Qtr 1,March,1,12.718199999999825,"7,2115,2122",7,Consumer
2015,Qtr 1,March,28,59.342400000000005,"5,2234,2239",5,Consumer
2015,Qtr 1,March,21,242.51489999999995,"3,2205,2208",3,Consumer
2015,Qtr 1,March,23,181.08279999999996,"6,2218,2224",6,Consumer
2015,Qtr 1,March,8,592.3804999999999,"8,2147,2155",8,Consumer
2015,Qtr 1,March,7,271.4153,"4,2143,2147",4,Home Office
2015,Qtr 1,March,29,296.8997999999999,"8,2239,2247",8,Consumer
2015,Qtr 1,March,15,1.6776,"1,2170,2171",1,Corporate
2015,Qtr 1,March,30,-87.92520000000003,"3,2247,2250",3,Corporate
2015,Qtr 1,March,14,332.74219999999997,"3,2167,2170",3,Consumer
2015,Qtr 1,March,22,270.7980999999998,"10,2208,2218",10,Consumer
2015,Qtr 1,March,12,9.997999999999998,"4,2160,2164",4,Consumer
2015,Qtr 1,March,10,23.259200000000007,"2,2158,2160",2,Consumer
2015,Qtr 1,March,13,234.47439999999992,"3,2164,2167",3,Consumer
2015,Qtr 1,March,19,1982.1857999999997,"13,2183,2196",13,Consumer
2015,Qtr 1,March,31,55.814299999999996,"3,2250,2253",3,Corporate
2015,Qtr 1,January,17,-300.04939999999993,"3,2031,2034",3,Consumer
2015,Qtr 1,January,26,84.0512,"1,2039,2040",1,Corporate
2015,Qtr 1,January,9,131.0797,"4,2016,2020",4,Consumer
2015,Qtr 1,January,24,2.131999999999999,"1,2038,2039",1,Home Office
2015,Qtr 1,January,2,-1161.5484000000001,"8,1993,2001",8,Corporate
2015,Qtr 1,January,3,-348.45780000000025,"4,2001,2005",4,Consumer
2015,Qtr 1,January,27,-191.64319999999998,"4,2040,2044",4,Consumer
2015,Qtr 1,January,6,7.893399999999997,"2,2014,2016",2,Corporate
2015,Qtr 1,January,5,62.5086,"6,2008,2014",6,Corporate
2015,Qtr 1,January,28,-1862.3124000000003,"1,2044,2045",1,Consumer
2015,Qtr 1,January,23,20.8106,"2,2036,2038",2,Home Office
2015,Qtr 1,January,30,302.85329999999976,"3,2045,2048",3,Consumer
2015,Qtr 1,January,12,62.80479999999997,"6,2021,2027",6,Corporate
2015,Qtr 1,January,10,-373.3048,"1,2020,2021",1,Consumer
2015,Qtr 1,January,13,160.30859999999998,"4,2027,2031",4,Consumer
2015,Qtr 1,January,19,-21.71220000000001,"2,2034,2036",2,Consumer
2015,Qtr 1,January,4,104.67240000000001,"3,2005,2008",3,Corporate
2015,Qtr 1,January,31,38.9066,"3,2048,2051",3,Consumer
2015,Qtr 1,February,9,102.37639999999999,"5,2072,2077",5,Consumer
2015,Qtr 1,February,3,157.41179999999997,"6,2051,2057",6,Consumer
2015,Qtr 1,February,27,52.49029999999999,"5,2108,2113",5,Consumer
2015,Qtr 1,February,6,242.11719999999983,"9,2057,2066",9,Consumer
2015,Qtr 1,February,20,77.5644,"2,2099,2101",2,Consumer
2015,Qtr 1,February,16,74.68449999999999,"3,2093,2096",3,Consumer
2015,Qtr 1,February,28,15.566399999999952,"2,2113,2115",2,Consumer
2015,Qtr 1,February,21,1294.0764,"2,2101,2103",2,Consumer
2015,Qtr 1,February,18,31.6342,"3,2096,2099",3,Consumer
2015,Qtr 1,February,23,10.5336,"2,2104,2106",2,Home Office
2015,Qtr 1,February,8,-19.173399999999994,"4,2068,2072",4,Consumer
2015,Qtr 1,February,7,152.59089999999998,"2,2066,2068",2,Corporate
2015,Qtr 1,February,15,477.34559999999993,"8,2085,2093",8,Consumer
2015,Qtr 1,February,14,104.53889999999993,"7,2078,2085",7,Consumer
2015,Qtr 1,February,22,20.6336,"1,2103,2104",1,Home Office
2015,Qtr 1,February,25,11.735999999999999,"2,2106,2108",2,Consumer
2015,Qtr 1,February,10,7.724,"1,2077,2078",1,Corporate
2015,Qtr 2,June,26,308.0026999999999,"7,2680,2687",7,Consumer
2015,Qtr 2,June,9,86.00640000000004,"7,2587,2594",7,Consumer
2015,Qtr 2,June,20,255.459,"4,2655,2659",4,Consumer
2015,Qtr 2,June,16,1173.3926,"6,2629,2635",6,Consumer
2015,Qtr 2,June,5,173.93400000000005,"2,2572,2574",2,Corporate
2015,Qtr 2,June,1,300.4786,"7,2559,2566",7,Consumer
2015,Qtr 2,June,28,-225.40280000000004,"6,2687,2693",6,Corporate
2015,Qtr 2,June,21,37.79159999999999,"1,2659,2660",1,Consumer
2015,Qtr 2,June,11,-60.60040000000022,"13,2594,2607",13,Consumer
2015,Qtr 2,June,18,344.13880000000006,"14,2635,2649",14,Consumer
2015,Qtr 2,June,23,154.51919999999998,"7,2663,2670",7,Consumer
2015,Qtr 2,June,8,-296.34940000000006,"9,2578,2587",9,Consumer
2015,Qtr 2,June,7,0.4980000000000029,"4,2574,2578",4,Corporate
2015,Qtr 2,June,29,87.1955,"4,2693,2697",4,Consumer
2015,Qtr 2,June,15,-20.14430000000003,"6,2623,2629",6,Consumer
2015,Qtr 2,June,14,5.107200000000002,"1,2622,2623",1,Home Office
2015,Qtr 2,June,22,-66.72130000000016,"3,2660,2663",3,Consumer
2015,Qtr 2,June,12,27.745799999999992,"5,2607,2612",5,Consumer
2015,Qtr 2,June,25,88.3863,"10,2670,2680",10,Consumer
2015,Qtr 2,June,13,395.69410000000005,"10,2612,2622",10,Consumer
2015,Qtr 2,June,19,101.61719999999997,"6,2649,2655",6,Consumer
2015,Qtr 2,June,4,464.80840000000006,"6,2566,2572",6,Consumer
2015,Qtr 2,May,17,-13.745200000000004,"4,2483,2487",4,Consumer
2015,Qtr 2,May,26,9.359999999999985,"8,2513,2521",8,Consumer
2015,Qtr 2,May,9,23.9169,"1,2453,2454",1,Consumer
2015,Qtr 2,May,24,-176.59190000000004,"2,2503,2505",2,Consumer
2015,Qtr 2,May,2,16.84680000000001,"2,2420,2422",2,Corporate
2015,Qtr 2,May,3,255.46429999999998,"13,2422,2435",13,Consumer
2015,Qtr 2,May,20,15.47919999999999,"2,2488,2490",2,Consumer
2015,Qtr 2,May,16,31.995999999999974,"1,2482,2483",1,Home Office
2015,Qtr 2,May,1,66.22339999999997,"7,2413,2420",7,Consumer
2015,Qtr 2,May,28,244.07939999999994,"9,2521,2530",9,Consumer
2015,Qtr 2,May,21,-62.22240000000001,"3,2490,2493",3,Consumer
2015,Qtr 2,May,11,16.797200000000004,"1,2457,2458",1,Home Office
2015,Qtr 2,May,18,5.3214,"1,2487,2488",1,Corporate
2015,Qtr 2,May,23,367.82719999999995,"6,2497,2503",6,Consumer
2015,Qtr 2,May,8,1241.9831000000001,"11,2442,2453",11,Consumer
2015,Qtr 2,May,7,-4.981000000000009,"3,2439,2442",3,Consumer
2015,Qtr 2,May,29,166.11509999999998,"8,2530,2538",8,Consumer
2015,Qtr 2,May,15,-1.6029999999999998,"2,2480,2482",2,Corporate
2015,Qtr 2,May,30,87.62519999999998,"4,2538,2542",4,Consumer
2015,Qtr 2,May,14,320.8917999999999,"12,2468,2480",12,Consumer
2015,Qtr 2,May,22,425.81889999999964,"4,2493,2497",4,Consumer
2015,Qtr 2,May,12,147.6039,"8,2458,2466",8,Consumer
2015,Qtr 2,May,25,265.8342999999999,"8,2505,2513",8,Consumer
2015,Qtr 2,May,10,-190.8586,"3,2454,2457",3,Consumer
2015,Qtr 2,May,13,22.278799999999997,"2,2466,2468",2,Home Office
2015,Qtr 2,May,4,157.5021999999999,"4,2435,2439",4,Corporate
2015,Qtr 2,May,31,1228.9059999999997,"17,2542,2559",17,Consumer
2015,Qtr 2,April,17,686.5088999999997,"8,2336,2344",8,Consumer
2015,Qtr 2,April,26,-134.89960000000008,"10,2383,2393",10,Consumer
2015,Qtr 2,April,9,133.53269999999998,"3,2292,2295",3,Consumer
2015,Qtr 2,April,24,7.537099999999999,"1,2375,2376",1,Home Office
2015,Qtr 2,April,2,-35.82450000000002,"6,2253,2259",6,Consumer
2015,Qtr 2,April,27,978.3105,"5,2393,2398",5,Consumer
2015,Qtr 2,April,6,-0.17040000000000433,"6,2281,2287",6,Consumer
2015,Qtr 2,April,20,507.1407,"5,2364,2369",5,Consumer
2015,Qtr 2,April,16,815.8418,"14,2322,2336",14,Consumer
2015,Qtr 2,April,5,-243.81410000000008,"13,2268,2281",13,Consumer
2015,Qtr 2,April,28,1911.4570999999999,"5,2398,2403",5,Consumer
2015,Qtr 2,April,21,228.89280000000002,"4,2369,2373",4,Consumer
2015,Qtr 2,April,11,423.98699999999997,"7,2298,2305",7,Consumer
2015,Qtr 2,April,18,214.8503,"18,2344,2362",18,Consumer
2015,Qtr 2,April,7,-1113.9491000000003,"5,2287,2292",5,Consumer
2015,Qtr 2,April,29,2.8884000000000007,"1,2403,2404",1,Home Office
2015,Qtr 2,April,30,-170.33110000000005,"9,2404,2413",9,Consumer
2015,Qtr 2,April,14,2.640599999999999,"1,2321,2322",1,Consumer
2015,Qtr 2,April,22,24.444300000000002,"2,2373,2375",2,Consumer
2015,Qtr 2,April,12,0.4073999999999991,"1,2305,2306",1,Home Office
2015,Qtr 2,April,25,118.58120000000005,"7,2376,2383",7,Consumer
2015,Qtr 2,April,10,48.6963,"3,2295,2298",3,Corporate
2015,Qtr 2,April,13,-38.72820000000007,"15,2306,2321",15,Consumer
2015,Qtr 2,April,19,-564.9804000000003,"2,2362,2364",2,Consumer
2015,Qtr 2,April,4,384.47649999999993,"9,2259,2268",9,Consumer
2014,Qtr 4,November,17,1954.1346,"13,1563,1576",13,Consumer
2014,Qtr 4,November,26,-62.16120000000005,"14,1677,1691",14,Consumer
2014,Qtr 4,November,9,222.6885999999999,"7,1481,1488",7,Consumer
2014,Qtr 4,November,24,-97.35739999999998,"19,1642,1661",19,Consumer
2014,Qtr 4,November,2,286.5753999999999,"11,1417,1428",11,Consumer
2014,Qtr 4,November,3,-108.22130000000007,"14,1428,1442",14,Consumer
2014,Qtr 4,November,27,41.29599999999999,"2,1691,1693",2,Consumer
2014,Qtr 4,November,6,20.9664,"1,1465,1466",1,Consumer
2014,Qtr 4,November,20,251.172,"4,1609,1613",4,Corporate
2014,Qtr 4,November,16,137.55819999999994,"10,1553,1563",10,Consumer
2014,Qtr 4,November,5,-61.611600000000024,"8,1457,1465",8,Consumer
2014,Qtr 4,November,1,663.3640999999996,"20,1397,1417",20,Consumer
2014,Qtr 4,November,28,12.47319999999985,"13,1693,1706",13,Consumer
2014,Qtr 4,November,21,378.1698999999999,"9,1613,1622",9,Corporate
2014,Qtr 4,November,11,-449.531100000001,"26,1500,1526",26,Consumer
2014,Qtr 4,November,18,-347.5227000000001,"20,1576,1596",20,Consumer
2014,Qtr 4,November,23,-105.23840000000004,"12,1630,1642",12,Consumer
2014,Qtr 4,November,8,25.018199999999993,"1,1480,1481",1,Consumer
2014,Qtr 4,November,7,155.4863,"14,1466,1480",14,Consumer
2014,Qtr 4,November,29,104.67719999999997,"5,1706,1711",5,Consumer
2014,Qtr 4,November,15,400.07809999999984,"8,1545,1553",8,Consumer
2014,Qtr 4,November,30,11.828999999999995,"4,1711,1715",4,Consumer
2014,Qtr 4,November,14,308.9068,"8,1537,1545",8,Consumer
2014,Qtr 4,November,22,461.89209999999997,"8,1622,1630",8,Consumer
2014,Qtr 4,November,12,79.63399999999993,"11,1526,1537",11,Consumer
2014,Qtr 4,November,25,148.6271999999999,"16,1661,1677",16,Consumer
2014,Qtr 4,November,10,436.6331,"12,1488,1500",12,Consumer
2014,Qtr 4,November,19,1979.1982000000005,"13,1596,1609",13,Consumer
2014,Qtr 4,November,4,2443.3920000000003,"15,1442,1457",15,Consumer
2014,Qtr 4,October,17,-36.83800000000003,"3,1324,1327",3,Consumer
2014,Qtr 4,October,26,41.59200000000001,"2,1365,1367",2,Consumer
2014,Qtr 4,October,9,70.00429999999997,"3,1273,1276",3,Consumer
2014,Qtr 4,October,24,18.559199999999997,"3,1359,1362",3,Consumer
2014,Qtr 4,October,2,133.76319999999998,"7,1239,1246",7,Corporate
2014,Qtr 4,October,3,-65.42790000000007,"13,1246,1259",13,Consumer
2014,Qtr 4,October,27,7.6626,"2,1367,1369",2,Home Office
2014,Qtr 4,October,6,50.039500000000004,"4,1265,1269",4,Consumer
2014,Qtr 4,October,20,-65.98380000000004,"8,1343,1351",8,Consumer
2014,Qtr 4,October,16,91.40880000000001,"2,1322,1324",2,Consumer
2014,Qtr 4,October,5,46.48299999999999,"2,1263,1265",2,Consumer
2014,Qtr 4,October,1,0,"1,1238,1239",1,Home Office
2014,Qtr 4,October,28,93.42820000000002,"6,1369,1375",6,Corporate
2014,Qtr 4,October,21,26.062299999999937,"6,1351,1357",6,Consumer
2014,Qtr 4,October,11,110.6137999999999,"9,1286,1295",9,Consumer
2014,Qtr 4,October,18,606.1102,"9,1327,1336",9,Consumer
2014,Qtr 4,October,8,60.751799999999996,"2,1271,1273",2,Consumer
2014,Qtr 4,October,7,31.85600000000001,"2,1269,1271",2,Corporate
2014,Qtr 4,October,29,378.5485999999997,"3,1375,1378",3,Consumer
2014,Qtr 4,October,15,-0.9321000000000002,"3,1319,1322",3,Consumer
2014,Qtr 4,October,14,1059.3592,"10,1309,1319",10,Consumer
2014,Qtr 4,October,22,23.303199999999983,"2,1357,1359",2,Corporate
2014,Qtr 4,October,12,12.877099999999997,"3,1295,1298",3,Consumer
2014,Qtr 4,October,25,9.449100000000001,"3,1362,1365",3,Consumer
2014,Qtr 4,October,10,169.9526,"10,1276,1286",10,Consumer
2014,Qtr 4,October,13,454.1032999999999,"11,1298,1309",11,Consumer
2014,Qtr 4,October,19,124.54770000000002,"7,1336,1343",7,Consumer
2014,Qtr 4,October,4,45.07089999999994,"4,1259,1263",4,Consumer
2014,Qtr 4,October,31,-48.1075000000003,"19,1378,1397",19,Consumer
2014,Qtr 4,December,17,7.192399999999999,"2,1845,1847",2,Consumer
2014,Qtr 4,December,26,-3.5974000000001105,"15,1913,1928",15,Consumer
2014,Qtr 4,December,9,125.75129999999989,"8,1788,1796",8,Consumer
2014,Qtr 4,December,24,264.3079999999999,"11,1902,1913",11,Consumer
2014,Qtr 4,December,2,111.37489999999994,"14,1727,1741",14,Consumer
2014,Qtr 4,December,3,146.8304,"2,1741,1743",2,Consumer
2014,Qtr 4,December,27,-336.3251,"16,1928,1944",16,Consumer
2014,Qtr 4,December,6,-19.01900000000001,"11,1760,1771",11,Consumer
2014,Qtr 4,December,20,1557.0101999999997,"24,1859,1883",24,Consumer
2014,Qtr 4,December,16,415.6423999999999,"15,1830,1845",15,Consumer
2014,Qtr 4,December,5,425.0407999999998,"16,1744,1760",16,Consumer
2014,Qtr 4,December,1,875.1448000000003,"12,1715,1727",12,Consumer
2014,Qtr 4,December,28,706.8573999999999,"6,1944,1950",6,Consumer
2014,Qtr 4,December,21,178.26479999999987,"4,1883,1887",4,Consumer
2014,Qtr 4,December,23,67.37939999999995,"9,1893,1902",9,Consumer
2014,Qtr 4,December,8,125.92729999999999,"13,1775,1788",13,Consumer
2014,Qtr 4,December,7,201.7832,"4,1771,1775",4,Consumer
2014,Qtr 4,December,29,568.0094999999999,"16,1950,1966",16,Consumer
2014,Qtr 4,December,15,-144.73200000000003,"5,1825,1830",5,Consumer
2014,Qtr 4,December,30,-594.5496000000003,"13,1966,1979",13,Consumer
2014,Qtr 4,December,14,2220.5214999999994,"9,1816,1825",9,Consumer
2014,Qtr 4,December,22,183.1211,"6,1887,1893",6,Consumer
2014,Qtr 4,December,12,-72.10080000000005,"9,1801,1810",9,Consumer
2014,Qtr 4,December,10,101.14259999999996,"5,1796,1801",5,Consumer
2014,Qtr 4,December,13,8.731400000000015,"6,1810,1816",6,Consumer
2014,Qtr 4,December,19,356.9568999999999,"12,1847,1859",12,Consumer
2014,Qtr 4,December,4,62.3904,"1,1743,1744",1,Corporate
2014,Qtr 4,December,31,1444.5131,"14,1979,1993",14,Corporate
2014,Qtr 3,September,17,233.52869999999993,"14,1110,1124",14,Consumer
2014,Qtr 3,September,26,230.7266,"13,1193,1206",13,Consumer
2014,Qtr 3,September,9,16.361599999999854,"13,1042,1055",13,Consumer
2014,Qtr 3,September,24,8.478399999999993,"1,1187,1188",1,Consumer
2014,Qtr 3,September,2,916.2511999999998,"9,975,984",9,Consumer
2014,Qtr 3,September,3,-4.4639999999999995,"2,984,986",2,Consumer
2014,Qtr 3,September,27,123.10640000000001,"3,1206,1209",3,Consumer
2014,Qtr 3,September,6,39.630799999999994,"2,988,990",2,Corporate
2014,Qtr 3,September,20,670.1013999999998,"18,1133,1151",18,Consumer
2014,Qtr 3,September,16,12.581999999999999,"1,1109,1110",1,Corporate
2014,Qtr 3,September,5,21.822999999999997,"2,986,988",2,Consumer
2014,Qtr 3,September,1,85.94020000000002,"5,970,975",5,Consumer
2014,Qtr 3,September,28,64.36859999999997,"4,1209,1213",4,Consumer
2014,Qtr 3,September,21,877.4456999999999,"16,1151,1167",16,Consumer
2014,Qtr 3,September,11,21.751499999999986,"1,1060,1061",1,Consumer
2014,Qtr 3,September,23,4808.5975,"12,1175,1187",12,Consumer
2014,Qtr 3,September,8,-1452.6877000000027,"27,1015,1042",27,Consumer
2014,Qtr 3,September,7,-481.2462999999999,"25,990,1015",25,Consumer
2014,Qtr 3,September,29,890.2808999999994,"19,1213,1232",19,Consumer
2014,Qtr 3,September,15,30.1722,"3,1106,1109",3,Consumer
2014,Qtr 3,September,30,119.4905,"6,1232,1238",6,Consumer
2014,Qtr 3,September,14,1530.7599000000002,"19,1087,1106",19,Consumer
2014,Qtr 3,September,22,87.47569999999996,"8,1167,1175",8,Consumer
2014,Qtr 3,September,12,600.8836000000001,"11,1061,1072",11,Consumer
2014,Qtr 3,September,25,-87.55940000000004,"5,1188,1193",5,Home Office
2014,Qtr 3,September,10,259.62080000000003,"5,1055,1060",5,Consumer
2014,Qtr 3,September,13,243.82370000000003,"15,1072,1087",15,Consumer
2014,Qtr 3,September,19,-1539.1441000000011,"9,1124,1133",9,Consumer
2014,Qtr 3,August,17,193.18359999999996,"5,902,907",5,Corporate
2014,Qtr 3,August,26,92.08890000000001,"6,949,955",6,Consumer
2014,Qtr 3,August,9,700.8937999999998,"9,868,877",9,Consumer
2014,Qtr 3,August,24,20.133200000000002,"4,931,935",4,Corporate
2014,Qtr 3,August,2,248.02760000000006,"3,823,826",3,Home Office
2014,Qtr 3,August,3,-76.7149,"6,826,832",6,Consumer
2014,Qtr 3,August,27,513.7322999999999,"7,955,962",7,Consumer
2014,Qtr 3,August,6,106.6392,"2,853,855",2,Consumer
2014,Qtr 3,August,20,569.8904999999997,"4,914,918",4,Consumer
2014,Qtr 3,August,16,-227.49120000000016,"1,901,902",1,Consumer
2014,Qtr 3,August,5,504.1059,"12,841,853",12,Consumer
2014,Qtr 3,August,1,66.475,"6,817,823",6,Consumer
2014,Qtr 3,August,11,45.6444,"4,877,881",4,Consumer
2014,Qtr 3,August,23,160.40159999999997,"10,921,931",10,Consumer
2014,Qtr 3,August,8,1129.1342,"13,855,868",13,Consumer
2014,Qtr 3,August,29,-376.46949999999987,"5,962,967",5,Consumer
2014,Qtr 3,August,15,118.18259999999994,"9,892,901",9,Consumer
2014,Qtr 3,August,30,21.485,"2,967,969",2,Consumer
2014,Qtr 3,August,22,4.8787,"3,918,921",3,Consumer
2014,Qtr 3,August,12,357.593,"11,881,892",11,Consumer
2014,Qtr 3,August,25,118.84229999999997,"14,935,949",14,Consumer
2014,Qtr 3,August,19,175.46190000000004,"7,907,914",7,Consumer
2014,Qtr 3,August,4,833.4829000000001,"9,832,841",9,Consumer
2014,Qtr 3,August,31,18.50399999999999,"1,969,970",1,Consumer
2014,Qtr 3,July,26,-3570.971000000002,"15,795,810",15,Consumer
2014,Qtr 3,July,9,57.20779999999999,"9,700,709",9,Corporate
2014,Qtr 3,July,2,22.150800000000004,"2,677,679",2,Consumer
2014,Qtr 3,July,27,70.31220000000002,"3,810,813",3,Consumer
2014,Qtr 3,July,6,222.8455,"2,693,695",2,Consumer
2014,Qtr 3,July,20,162.18809999999996,"15,750,765",15,Consumer
2014,Qtr 3,July,5,182.79359999999997,"10,683,693",10,Consumer
2014,Qtr 3,July,1,75.33319999999998,"3,674,677",3,Corporate
2014,Qtr 3,July,28,34.69839999999999,"3,813,816",3,Consumer
2014,Qtr 3,July,21,34.12600000000006,"8,765,773",8,Consumer
2014,Qtr 3,July,11,537.7298,"10,709,719",10,Consumer
2014,Qtr 3,July,18,-21.39479999999999,"2,743,745",2,Consumer
2014,Qtr 3,July,23,267.48439999999994,"9,781,790",9,Consumer
2014,Qtr 3,July,8,-8.442000000000066,"3,697,700",3,Consumer
2014,Qtr 3,July,7,-34.65980000000001,"2,695,697",2,Consumer
2014,Qtr 3,July,15,3.988200000000001,"2,741,743",2,Corporate
2014,Qtr 3,July,30,259.8896,"1,816,817",1,Corporate
2014,Qtr 3,July,14,-31.10140000000002,"9,732,741",9,Consumer
2014,Qtr 3,July,22,229.8348,"8,773,781",8,Consumer
2014,Qtr 3,July,12,88.45439999999991,"12,719,731",12,Consumer
2014,Qtr 3,July,25,384.50839999999965,"5,790,795",5,Consumer
2014,Qtr 3,July,13,4.390199999999979,"1,731,732",1,Corporate
2014,Qtr 3,July,19,103.20620000000002,"5,745,750",5,Corporate
2014,Qtr 3,July,4,83.94479999999999,"4,679,683",4,Consumer
2014,Qtr 1,March,17,-831.8571999999999,"19,191,210",19,Consumer
2014,Qtr 1,March,26,30.7658,"5,254,259",5,Consumer
2014,Qtr 1,March,24,26.275799999999997,"2,247,249",2,Consumer
2014,Qtr 1,March,2,56.0112,"4,135,139",4,Corporate
2014,Qtr 1,March,3,-629.7989000000001,"9,139,148",9,Consumer
2014,Qtr 1,March,16,29.49500000000002,"1,190,191",1,Home Office
2014,Qtr 1,March,5,261.19010000000003,"5,150,155",5,Consumer
2014,Qtr 1,March,1,-208.96140000000014,"10,125,135",10,Consumer
2014,Qtr 1,March,28,-11.075399999999945,"4,259,263",4,Consumer
2014,Qtr 1,March,21,1055.3735000000004,"11,228,239",11,Consumer
2014,Qtr 1,March,11,279.0610000000001,"8,166,174",8,Consumer
